user,text,retweeted_status
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Maxima Men… https://t.co/ao26hajsvV",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Hathmic Cur… https://t.co/mBPedO1h2Y",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟PHILIPS 0.5… https://t.co/DddzY6l154",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟47% Off : D… https://t.co/C8bqO6tlcG",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Women's Yog… https://t.co/ZPEVy0s9wL",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Godrej 1.5… https://t.co/4rD99LcVtd",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Edict by Bo… https://t.co/WXxVq6i2Wi",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🔗… https://t.co/rbazXQVlUk",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Ariel Compl… https://t.co/BjVYqXFXRU",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Bigmuscles… https://t.co/NP9c2yRPmQ",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Dabur Vatik… https://t.co/0hxcDCEZ9O",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Back : Bigm… https://t.co/WDcH9QLv1B",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Set Wet Coo… https://t.co/djkkbBcSOU",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟iFFALCON (3… https://t.co/fAXb5udusb",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Havells Exh… https://t.co/LYOQBLm0mR",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟MSI Gaming… https://t.co/dPQvGf2AgJ",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
@80 : https://t.co/2oTiIAuEpG",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Apply ₹55 O… https://t.co/Cgx8cNFIKt",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Shri &amp; Sam… https://t.co/yZrK6edSy4",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Active Whit… https://t.co/AXbjIlFMI9",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Maybelline… https://t.co/3cLcNzErNd",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟VLCC Insta… https://t.co/xH5X7XnXMA",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟TCL 7 Kg Fu… https://t.co/OkBo5kvl6L",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Back : GRAB… https://t.co/oqAuyiqSkA",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Nature Puri… https://t.co/hG21x1pDAO",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟50% off :Fa… https://t.co/4VUsCV5wvG",False
shehzad_wani1,"RT @sho_rab1010: A must read... Book brings out the trials and tribulations of #umar #journey from a #terrorist to an #ikhwan . 
Available…",False
ss85930136,#flipkart # flipkart  I am purchased  a shoe of woodland in size of 7/UK but product delivered 9/UK in size .than I… https://t.co/s9psrUyFks,False
Anantkamal,"#flipkart #cheats 
#Flipkart #loots @flipkartsupport @Flipkart",False
pallavirai1424,"Please update current location and please deliver tomorrow if possible it's urgent 
#Flipkart  @BandBajaateRaho… https://t.co/wyZcZZ9z5t",False
sh584103,Very disappointing from #flipkart #Flipkartsupport order id-OD125213956690127000. I ordered one pair of sandal amou… https://t.co/g8ZJf46loe,False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9GXaz #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/5vKmdGgDP3,False
GauravS47198157,"#Flipkart
Amazon is best.
Thank you flipkart for giving me the replacement unit which is again faulty.. 15days wast… https://t.co/Gg5Rznp5G6",False
anuds5249,RT @pkceo11: @anuds5249 @Flipkart @flipkartsupport @amazonIN #flipkart has to #answer... otherwise we have our #judicial #system #alive. We…,False
NULM_MoHUA,#DAYNULM #SHG #sonchiraiya #MadhyaPradesh #Ujjain #Flipkart,False
rohitgolu2007,"Anyone need pre-order code for @nothing #phone1? Ping me fast..
#Flipkart #nothing #phone1 #NothingPhone1",False
ss85930136,#Flipkart  I purchased woodland shoe  in size of 7/UK but product delivered in size of 9/UK. So I raised return req… https://t.co/DPd62Nv8Jx,False
ia_Amanullah,RT @bhargavibaru93: Hi friends my book #thooral #தூறல் available in #Flipkart #Amazon it my small effort:-) https://t.co/3JDbBqG39O,False
mohdkashif1987,"Reference Number:
IN2206141254482903426
Flipkart Looting Sellers money they have no answer where is our return prod… https://t.co/bnz395FngN",False
karthikammula,@Flipkart @flipkartsupport i always used to buy every little thing from Flipkart itself but these days all my order… https://t.co/g3W3LrIUZJ,False
Anantkamal,"@flipkartsupport @Flipkart  you ask for patience but till how long this #Harassment will continue
#cheats #loots #flipkart",False
Anbu_offic,RT @bhargavibaru93: Hi friends my book #thooral #தூறல் available in #Flipkart #Amazon it my small effort:-) https://t.co/3JDbBqG39O,False
13sukhpal,Issue with #flipkart #flipkartservice #flipkartsupport 3 times engineer visited place and close the complaint witho… https://t.co/8dW5ehcBCG,False
Suganya15591,RT @bhargavibaru93: Hi friends my book #thooral #தூறல் available in #Flipkart #Amazon it my small effort:-) https://t.co/3JDbBqG39O,False
sristik78373908,Nobody is responding to my problem. #Flipkart #flipkartsupport. @_Kalyan_K plz support sir @consumerforum_… https://t.co/M8NuTFlt9n,False
DolinoLifestyle,#WorldSocialMediaDay2022 #dolinolifestyle #fashion #Brand #lingerie #Viral #Trending #status #Amazon #Flipkart… https://t.co/vlpeLmfAe3,False
DnaHindi,"1 जुलाई से शुरू होगी फ्लिपकार्ट पर सेल, जानिए कैसे उठाएं फ़ायदा 

#DNAHindi #FlipkartSale #Flipkart #ecommerce 

https://t.co/3hgVaXVJiY",False
Anantkamal,"No resolution just fake promises
For #Flipkart customer are #idiots and they are at the mercy of Delivery and pick… https://t.co/eJyVCJ8CNl",False
hellootech,"iPhone 13 mini is available at Rs 64,999 on Flipkart!

Check availability:  https://t.co/23uW3yv61m
#iPhone13mini… https://t.co/zPSm1iWgvR",False
MuttinHrithik,"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/f3N1eyYeaV",False
zabardastdeals,"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/PDRFBKstWL",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/DK1kmvxOjO,False
MuttinHrithik,"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/gbo4ci4ZXs",False
zabardastdeals,"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/0Wcd7c4eyN",False
imshivamsah,"@flipkartsupport Yes, I will If you are going to reply to me
@flipkartsupport @Flipkart @Kalyan_K @_sachinbansal 
#Flipkart",False
Abhishek_kmr_ps,"@flipkartsupport @Flipkart #Flipkart #flipkartsupport 
No one takes responsibility from @Flipkart 
 It's the 10th d… https://t.co/DtNBaltZpK",False
SUMAN_EXCLUSIVE,"Flipkart pay latter has been blocked in my account, even I had no due or late payment. I am a regular customer. It'… https://t.co/90EryGk0mS",False
imshivamsah,"why is the delivery agent not accepting my shoes? 
then what is the reason?
 Exchange ID: 12202532800583745350
Solv… https://t.co/x7o8EvainR",False
hitesh_freedom,"#fraud by #Myntra #Flipkart
purchased Tommy Hilfiger watch worth Rs 7250/- from Myntra. Ordered on 5/6/22.Received… https://t.co/F8kIBnop3a",False
Abhishek_kmr_ps,"@flipkartsupport @Flipkart Another day passed , I had a call with a senior support executive of Flipkart he said to… https://t.co/0pvExuoNS3",False
suvarthi_datta,@Flipkart @flipkartsupport @_Kalyan_K - Order was marked as F-Plus Assured and the delivery was supposed to be with… https://t.co/cYq7njXYCd,False
suvarthi_datta,"@Flipkart @flipkartsupport @_Kalyan_K - Order ID - OD225254879954971000 (placed on Monday 20th June 2022)
Order (re… https://t.co/uW430nhZMI",False
OnlineGoDeal,"#Flipkart Large Appliances Sale Upto 80% Off on TV, AC, Fridge, Microwave, etc +10% Off Bank Deal- https://t.co/vdcDAmm3MM",False
Shailen28471611,@Flipkart Very bad service #Flipkart so avoided Flipkart,False
Manavpuri15,"@flipkartsupport @Flipkart Last time i was told, they couldn’t raise complaint as another proposed date was given &amp;… https://t.co/GZd5tNl2yH",False
sabir725452,As i told you my payment is not updated what's going on @flipkartsupport #Flipkart #flipkartsupport @Flipkart https://t.co/kFd3hWhmeV,False
Mithilesh00505,"@flipkartsupport ,@Flipkart 
you guys ghost customer queries also ? 
#flipkart #worstservice https://t.co/56pSmCMAyW",False
AnshuDureja,IN2206301425078458325- COURIER RETURNS PAYMENTS SHOWING NEGATIVE . THIS IS COMPLETE FRAUD AND CARELESSNESS AND LAZY… https://t.co/GLICSraTve,False
meiyappan_kkdi,"#flipkartsupport 

Not a good support, refund are not processed and no update from #Flipkart , really unhappy",False
Narreddysivasa1,@Flipkart #Flipkart  49999,False
Narsing02141253,"if @Flipkart @flipkartsupport if you dont have products u should be no stock,after booking the product it takes 10,… https://t.co/5Hpev8ZH1s",False
SUMITSH34013103,@flipkartsupport Still not getting any solution yet.#flipkartsupport #Flipkart #fakecart @Flipkart @flipkartsupport,False
NilanjanKarmak2,"@flipkartsupport @LeeCooperIn 2nd time in a row, damaged product received. This is absolutely #Shameful incident...… https://t.co/ayFHr6TiKL",False
itsmebaloo,@flipkartsupport WTF...? You Believing Delivery Partner but not on the customer and attached proofs...?… https://t.co/RP13Rj51PB,False
snigam04,"Flipkart Big Bachat Dhamaal sale to start from tomorrow: Here are the offers you must not miss

@Flipkart #flipkart… https://t.co/mHXBFCMnSt",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/QLvUuLWuk9,False
jagranhitech,"Flipkart Big Bachat Dhamaal Sale: इन स्मार्टफोन्स पर मिल रहे हैं ऑफर और डिस्काउंट

#Flipkart #FlipkartSale… https://t.co/qJlOevzWju",False
Chinamma6,#flipkartsupport #Flipkart @flipkartsupport @Flipkart thank you for solving 1 isuue. Please address the second orde… https://t.co/tDLUtTXZvH,False
sillybuoy,"WTH!!! Flipkart is spreading rumours, sending msg to sellers that riots happening in their area whereas nothing as… https://t.co/wm0e2fjqvt",False
assetyogi,"India smartphone shipment share of 2022 (Till April)-

#Flipkart- 50%
#Amazon- 42%
Others- 8%

Online market share… https://t.co/NpcMrRi9vf",False
ImpexGiant,"Ask for GIANT IMPEX Waterproof #ShoeBag/ #ShoePouch for #Travelling/ #Storage 

Shoes organizer come with breathabl… https://t.co/mGWkR8b39o",False
BGRHindi,"#Flipkart पर आधी रात शुरू होगी सेल, सस्ते में खरीदें ये दमदार स्मार्ट टीवी

https://t.co/RApwTUN9wF",False
Vishalsooni,"last 22 days #flipkart cheating with me very disappointed with @Flipkart
#boycottflipkart 
#boycottflipkart… https://t.co/UERUZtyA3h",False
sustainme_in,"RT @sustainme_in: Shop #sustainmetshirt 🛒
https://t.co/vthSvMhLwF

#sustainme #BlackOwned #BlackOwnedBusiness #Tamil #TamilNadu #plasticpol…",False
BGRIndia,"Check out the best deals on #iphone12mini, #pocof45g and more. 
#Flipkart 
https://t.co/NzAcKBLLrE",False
janurag199,"RT @janurag199: It’s a fake sell. iPhone 12 not available anywhere.its not possible. I tried from last night. 
#FlipkartBigBillionDays #Fli…",False
MuttinHrithik,"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/boxKkMLWr8",False
zabardastdeals,"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/8zpcXdyE41",False
servicesdown_,"🔔 #Flipkart down?

🔗 Real-time status: https://t.co/pLoUYmJPwS

🔁 RETWEET if you are affected too.

#FlipkartDown… https://t.co/Dz4VCNgLej",False
taxmannindia,"#TDS #Flipkart #CaseLaw

Case Name: Flipkart Internet (P.) Ltd. v. Deputy Commissioner of Income-tax, (Internationa… https://t.co/g1Cub6PeN2",False
assetyogi,"India's E-grocery market share of key players till Jan'22-

Big Basket- 37%
#Blinkit- 11%
#Amazon- 15%
#Flipkart- 1… https://t.co/xYAOsAurKG",False
wardigitalstore,"pTron Boom Ultima Dual Driver, in-Ear Gaming Wired Headphones ₹ 399 
https://t.co/rSw2BfHzB1
Join Us- T!Gram-… https://t.co/Abr7nP363l",False
wardigital2021,"Myntra : Flat 75% Off On PUMA + Extra 10% Off Code on Min Order Rs.799 
Code : APPAREL10
Join Us- T!Gram-… https://t.co/DSxMn3Ml2r",False
Mysterydealz,"#Flipkart Big Bachat Dhamaal Sale starts at Midnight (1-3 July 22)

Get heavy discounts across all the categories… https://t.co/8wReFVAklF",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/X25bzAwDhi,False
FoodmfgUK,RT @ExGllam: #gllamex #gllamexeverydaysnacks #gllamexnamkin #gllamexnamkeen #gllamexsnacks #gllamexgroup #gllam-ex #glamex #gllameximages #…,False
leap_feed,"Since 2012, we have specialized in product data feeds to #Amazon, #GoogleShopping, #Walmart  #Flipkart… https://t.co/aVhVlRsHcK",False
ExGllam,#gllamex #gllamexeverydaysnacks #gllamexnamkin #gllamexnamkeen #gllamexsnacks #gllamexgroup #gllam-ex #glamex… https://t.co/IR9PUEyCxF,False
ExGllam,#gllamex #gllamexeverydaysnacks #gllamexnamkin #gllamexnamkeen #gllamexsnacks #gllamexgroup #gllam-ex #glamex… https://t.co/hb7LiPpNPh,False
ExGllam,#gllamex #gllamexeverydaysnacks #gllamexnamkin #gllamexnamkeen #gllamexsnacks #gllamexgroup #gllam-ex #glamex… https://t.co/dFeeu8LWxe,False
ExGllam,#gllamex #gllamexeverydaysnacks #gllamexnamkin #gllamexnamkeen #gllamexsnacks #gllamexgroup #gllam-ex #glamex… https://t.co/zTQpInUOUL,False
_growth_hack,FlipKart Progressive Web App LightHouse Audit Results  @Flipkart #SEO #FlipKart https://t.co/aB2O1QSl07 https://t.co/r2REDpDtNH,False
FlipkartStories,"Prioritizing mental &amp; physical health, employee well-being is at the heart of people-first policies at @Flipkart. H… https://t.co/ixwI4WdFxm",False
CityVillageNews,"Flipkart’s upcoming big discount sale, the Big Bachat Damaal, begins tomorrow, 1st July and will end on 3rd July. R… https://t.co/NiGQnixDlJ",False
ExGllam,#gllamex #gllamexeverydaysnacks #gllamexnamkin #gllamexnamkeen #gllamexsnacks #gllamexgroup #gllam-ex #glamex… https://t.co/2CJnTYvimz,False
TNNavbharat,"#FlipkartBigBachatDhamaalSale की शुरुआत कल यानि 1 जुलाई से होने जा रही है.

#Flipkart #FlipkartSale

https://t.co/ruWVRlTDka",False
umesh9455710,@TeSla1711 @flipkartsupport #Boycott #Flipkart  it's doing fraud with their customers I am going to unistall this a… https://t.co/UkdhZnODOP,False
Ziyushricky,@shopsy_app I have been listening this from 20th of june. N #Flipkart still need time to fix this. I don't want ref… https://t.co/VhlSIJIPgw,False
sonjaypal,I tried to reach #flipkartsupport so many times they call me and during convocation just cut the call without slove… https://t.co/andxBAxzcp,False
sonjaypal,"Hello #Flipkart,. I have ordered some grocery items (Total no.-15) at 27june, that was a prepaid order. Today I rec… https://t.co/cfXYEDtAzg",False
CloudFlipkart,"Stagflation is costly and difficult to eliminate, both in social and fiscal terms. 

#FlipkartCommerceCloud… https://t.co/Xp0uL7PBP9",False
Raka_xplorer,RT @Raka_xplorer: @Mohil542 @flipkartsupport It’s all Flipkart fraud and fake service better to use Amazon which provide more assurance on…,False
Raka_xplorer,@Mohil542 @flipkartsupport It’s all Flipkart fraud and fake service better to use Amazon which provide more assuran… https://t.co/O99PKC1OVU,False
aryanag2610,"#Infinix Note 12 5G Series Coming Soon...
Product Page Live🔴 on #Flipkart .

~ 108MP Camera, Amoled Display https://t.co/4SjXU9lJCI",False
MrKaushalPatel1,"Not pick up today 
@Flipkart #Flipkart https://t.co/TVc1TTzhSp",False
Raka_xplorer,RT @Raka_xplorer: @flipkartsupport That’s how Flipkart works which never deliver any product on time… really shit service even you are not…,False
Raka_xplorer,@flipkartsupport That’s how Flipkart works which never deliver any product on time… really shit service even you ar… https://t.co/H1NCMWKP4N,False
mobilitymag,"Ambrane launches ultra-high capacity 50000 mAh power bank, Stylo Max....𝗥𝗲𝗮𝗱 𝗠𝗼𝗿𝗲👇👇👇

https://t.co/LGjMTSW2CR… https://t.co/ypT0y9xuz7",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/33VheH6Auu,False
bkkumarr,"@flipkartsupport @Flipkart #flipkart why only pin 500032, Hyderabad is not deliverable in India? Any particular rea… https://t.co/hkhNYI9p0t",False
Navitha8317,RT @EZTaxIndia: Online is growing everyday .. GST filing made super easy with EZTax Books Online Platform .. to upload Flipkart Sales file…,False
LemmeBeOfficial,"Me adding products I can't afford to my shopping cart at 2 am.
.
.
.
#amazon #flipkart #myntra #shopping #meme… https://t.co/dKNcGH0Z5Z",False
RitiKeni,@flipkartsupport #Flipkart #consumerforumindia #CustomerService #ecommerce #complaints #consumer waiting flipkart t… https://t.co/lWYvlspWoD,False
sabir725452,Dear flipkart as I already paid my emi amount of pay later 975rs on 25th may which emi was for 5th june.I paid my e… https://t.co/YBNmag7yrU,False
Sonu_Bechara,RT @nnsingh1994: #flipkart @Flipkart @flipkartsupport @FlipkartStories क्या फिलिपकार्ड इसी तरह समान बेचता है ऊपर ठीक-ठाक भीतर कुछ नही । खा…,False
MyMobileMag,"@Samsung Galaxy F13 first sale in #India goes live via @Flipkart : Check offers and price

@SamsungIndia… https://t.co/yzoQ7XxE1K",False
NimishaaJaiswal,@flipkartsupport #Flipkart you are  #Scamming my #Return is #Intentionally #Rejected this is a #Scam #Scam #Scam #Scam,False
Shivam77640308,"Flipkart providing, The worst service 

 I am waiting for long time, at the end they cancelled my order without my… https://t.co/d1LUDQgzUE",False
MdFakhru786,@Flipkart @flipkartsupport @FlipkartStories @WorkAtFlipkart you guys are worse in support or listening to customers… https://t.co/1yiFzMvF7P,False
NimishaaJaiswal,@flipkartsupport Again I got a sms why my pickup is being rejected without any call attempt by the pickup exceutive… https://t.co/medHpjuBr0,False
servicesdown_,"🔔 #Flipkart down?

🔗 Real-time status: https://t.co/pLoUYmKnmq

🔁 RETWEET if you are affected too.

#FlipkartDown… https://t.co/jst4aF6azN",False
educationbnb,"RT @Early_Salary: #TechItEasy and choose an unboxing that's done by you 😎

#EarlySalary #InstantCash #UpgradeSmart #InstantCashAdvance  #Bu…",False
Early_Salary,"#TechItEasy and choose an unboxing that's done by you 😎

#EarlySalary #InstantCash #UpgradeSmart… https://t.co/OrYui0rR0U",False
KaranShah9750,Hey @getpeid @Flipkart got my invite code just moment's ago but it seems the link is not working anywhere can you p… https://t.co/uMocfRDQbO,False
Legacycorp,RT @AedinInsight: FREE AMAZON PRIME https://t.co/CDfFy9GXaz #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa #onlineshoppi…,False
KabirAllahabad,"Geoman MTB Bike 29T Mountain Bicycle Double Disc Brake Front Shocker Cycle Ranger

Contact Us 8175053337

Visit at… https://t.co/q32ut32ICG",False
KabirAllahabad,"Geoman MTB Bike 29T Mountain Bicycle Double Disc Brake Front Shocker Cycle Ranger

Contact Us 8175053337

Visit at… https://t.co/4bTKgjKBPp",False
nnsingh1994,#flipkart @Flipkart @flipkartsupport @FlipkartStories क्या फिलिपकार्ड इसी तरह समान बेचता है ऊपर ठीक-ठाक भीतर कुछ न… https://t.co/sMqrl1AWOx,False
KabirAllahabad,"Geoman MTB Bike 29T Mountain Bicycle Double Disc Brake Front Shocker Cycle Ranger

Contact Us 8175053337

Visit at… https://t.co/gt8GYkiBSl",False
Pranavmt,"Pre-booking #finalday for Nothing(1)
#Nothing #flipkart https://t.co/E6aQNFweBC",False
ChhetriVivek,"RT gizbot ""Here's all you need to know about the Flipkart sale. @Flipkart
#Flipkart
https://t.co/RQo8Wsngm3""",False
mataonline,"Flipkart सुरू होतोय भन्नाट सेल, महागडे स्मार्टफोन्स निम्म्या किंमतीत उपलब्ध; जाणून घ्या संपूर्ण डिटेल्स
#Flipkart… https://t.co/RlGFHDzrfr",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9GXaz #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/vLLwDPt7gr,False
cha34792557,@flipkartsupport @_Kalyan_K when I'm trying to call @flipkartsupport they haven't give a schedule to talk where go than #flipkart,False
cha34792557,RT @cha34792557: @flipkartsupport Don't give me auto reply talk to me Mr @_Kalyan_K how many days I have to wait and why I have to wait i p…,False
cha34792557,@flipkartsupport Don't give me auto reply talk to me Mr @_Kalyan_K how many days I have to wait and why I have to w… https://t.co/JFHNKX78dL,False
realindiaherald,"బుల్లి పిట్ట: స్పెషల్ అట్రాక్షన్ గా నథింగ్ మొబైల్.. పూర్తి వివరాలు ఇవే..!!

నథింగ్ మొబైల్ వ్యవస్థాపకుడు ఇదివరకు వన్… https://t.co/u80sjtsSrR",False
EngineBrand_in,"नए महीने की करो नयी शुरुआत, इंजन ब्रांड के साथ!
आज ही अमेज़न, फ्लिपकार्ट, वाट्सऐप, या अपने नज़दीकी किराना स्टोर से… https://t.co/RkC8pRhYk8",False
cha34792557,@flipkartsupport @_Kalyan_K  how much time will you take now it's been one week already done and  not yet solved my… https://t.co/4XxUANyraw,False
offersinday,"KODAK (32 inch) HD Ready LED TV  Rs.840 BOB/HDFC Credit Card Discount 

https://t.co/JPxkd6yqBH

 #Flipkart",False
offersinday,"Oppo K10 5g (128 gb, 8 gb ram) @ 14499 with BOB Carss

 https://t.co/B8K9mb18iu

Double Discount Of 3000Rs with BOB CARDS

 #Flipkart",False
castlesandnest,"Make your life easy with some of these storage baskets from Castles and nest!

https://t.co/tG1tzNt8IJ… https://t.co/CcuKrTa64f",False
Dineshraptasmla,"RT @sho_rab1010: A must read... Book brings out the trials and tribulations of #umar #journey from a #terrorist to an #ikhwan . 
Available…",False
nishankreddy,"Storage Containers (Pack of 4) at Rs.389

https://t.co/y5z2fTK0WM https://t.co/osfNgSNrkH
click above to find best… https://t.co/ycvNLJ7Dfp",False
nishankreddy,"Beard Oil at Rs.98

https://t.co/J7xeoEKMq8 https://t.co/A7M8jO8w5g
click above to find best deals and offers… https://t.co/lS4OAOnedM",False
nishankreddy,"47% Off : Dabur Dant Rakshak Ayurvedic Paste  - 175g (Pack of 3) @125

https://t.co/SgnuJWZh46… https://t.co/k3UtjKlK3A",False
nishankreddy,"CHKOKKO Women Yoga Track Pants Gym Legging Tights @ 199

https://t.co/1s6HmvbqVU https://t.co/bAzj1iqjOR
click abov… https://t.co/TPhEOmzhTx",False
nishankreddy,"Women's Yoga Trackpants @ 199

https://t.co/mMWcuMKpgt https://t.co/0IYP2HqGPi
click above to find best deals and o… https://t.co/s0LrYWoDGX",False
nishankreddy,"Odomos Protect - Mosquito repellent Liquid Vaporiser Refill , 45ml each (Pack of 3)
@129
https://t.co/vdAFxV9SqL

P… https://t.co/uruC5uMFIv",False
nishankreddy,"Loooot 124 FASTTT  Apply ₹55 Off Coupon 

https://t.co/4SyBGdTCXN https://t.co/jyKeM9IXCK
click above to find best… https://t.co/oks4qAkpW3",False
nishankreddy,"Pigeon Electric Kettle (1.5 Litres) @499.

https://t.co/2KU5AUwtfB https://t.co/LFA6ArYQ3m
click above to find best… https://t.co/CyxDNLX7nS",False
nishankreddy,"Garnier Oil Clear Facewash - Oil Control Facewash For Men, 150gm (Pack of 2) @ 325

https://t.co/2Viqp1t1Mz

MRP 65… https://t.co/VYpQ5RAdVv",False
nishankreddy,"Dabur Coconut Hair Oil 600ml @234

https://t.co/Rwb3Ezpfo3 https://t.co/Cs1ikFQVB3
click above to find best deals a… https://t.co/NAVuIS5JwQ",False
nishankreddy,"85% Off On Red-Tape Men's Shoes Starts at Rs.615.

https://t.co/m4SgWxsrvK https://t.co/XZqlAYfk0X
click above to f… https://t.co/IMMQrLoOuh",False
nishankreddy,"85% Off On Red-Tape Men's Shoes Starts at Rs.615.

https://t.co/hWmvPZhTbu https://t.co/E0tAAO45RZ
click above to f… https://t.co/2FXzG2urhf",False
GizbotTamil,Flipkart-இல் அடுத்த 3 நாட்களுக்கு பல ஸ்மார்ட்போன்கள் மீது ஆபர் மழை; இதோ லிஸ்ட்! #flipkart #smartphone #mobile… https://t.co/v6I8Y8lb5R,False
saattooran,RT @bhargavibaru93: Hi friends my book #thooral #தூறல் available in #Flipkart #Amazon it my small effort:-) https://t.co/3JDbBqG39O,False
